,id,age,sport,years experience,hours training,ranking
9434,3538,14,Swimming,1,8.4,0.04
9435,3538,15,Swimming,2,11.49,0.41
9436,3538,15,Soccer,1,11.7,0.18
9437,3539,16,Swimming,1,12.0,0.2
9438,3539,15,Basketball,2,9.9,0.38
9439,3539,16,Basketball,3,11.19,0.61
9440,3539,16,Soccer,1,9.0,0.09
9441,3540,15,Swimming,1,7.7,0.03
9442,3540,15,Soccer,4,10.3,0.65
9443,3540,15,Track and Field,1,12.7,0.26
9444,3541,15,Swimming,1,9.7,0.12
9445,3541,14,Track and Field,1,14.4,0.32
9446,3541,15,Track and Field,2,17.97,0.58
9447,3541,14,Basketball,1,12.4,0.25
9448,3541,15,Basketball,2,14.08,0.52
9449,3542,15,Swimming,1,10.7,0.13
9450,3543,15,Swimming,4,13.3,0.8
9451,3543,16,Swimming,5,17.62,0.95
9452,3543,17,Swimming,6,22.57,0.99
9453,3543,18,Swimming,7,25.11,0.99
9454,3544,14,Swimming,3,11.8,0.58
9455,3544,14,Soccer,4,12.0,0.73
9456,3545,15,Soccer,1,10.7,0.14
9457,3545,15,Track and Field,4,13.3,0.81
9458,3546,15,Basketball,4,13.3,0.76
9459,3546,16,Basketball,5,14.77,0.9
9460,3546,17,Basketball,6,17.71,0.95
9461,3546,17,Soccer,1,8.3,0.05
9462,3546,15,Track and Field,1,14.7,0.33
9463,3546,16,Track and Field,2,20.42,0.68
9464,3546,17,Track and Field,3,28.34,0.93
9465,3547,15,Swimming,2,12.9,0.43
9466,3547,16,Swimming,3,16.99,0.81
9467,3547,17,Swimming,4,23.37,0.95
9468,3548,14,Basketball,1,10.4,0.09
9469,3548,14,Swimming,4,10.0,0.65
9470,3549,14,Basketball,3,14.8,0.73
9471,3549,14,Soccer,3,11.8,0.58
9472,3551,15,Basketball,3,11.1,0.57
9473,3551,16,Basketball,4,12.74,0.8
9474,3551,17,Basketball,5,15.77,0.91
9475,3552,14,Swimming,4,10.0,0.7
9476,3552,14,Basketball,2,12.6,0.48
9477,3554,15,Track and Field,2,12.9,0.46
9478,3554,15,Soccer,1,10.7,0.11
9479,3559,14,Track and Field,4,8.0,0.57
9480,3559,15,Track and Field,5,9.05,0.75
9481,3559,16,Track and Field,6,10.73,0.86
9482,3559,15,Soccer,1,8.7,0.07
9483,3559,16,Soccer,2,12.18,0.45
9484,3559,16,Swimming,1,10.0,0.11
9485,3560,16,Basketball,1,15.0,0.31
9486,3560,17,Basketball,2,18.1,0.65
9487,3561,14,Basketball,4,9.0,0.59
9488,3561,15,Basketball,5,12.58,0.85
9489,3562,16,Basketball,1,15.0,0.27
9490,3562,17,Basketball,2,17.63,0.57
9491,3562,18,Basketball,3,21.54,0.86
9492,3562,18,Swimming,1,13.6,0.29
9493,3563,16,Basketball,1,12.0,0.19
9494,3563,17,Basketball,2,15.55,0.55
9495,3564,17,Swimming,1,8.3,0.05
9496,3564,15,Soccer,1,13.7,0.26
9497,3564,16,Soccer,2,16.48,0.6
9498,3564,17,Soccer,3,22.81,0.88
9499,3564,16,Track and Field,1,13.0,0.27
9500,3564,17,Track and Field,2,17.58,0.62
9501,3565,16,Swimming,1,14.0,0.26
9502,3565,17,Swimming,2,17.59,0.64
9503,3565,15,Soccer,3,15.1,0.69
9504,3565,16,Soccer,4,17.86,0.89
9505,3565,17,Soccer,5,21.86,0.96
9506,3566,16,Track and Field,1,14.0,0.29
9507,3567,15,Basketball,1,8.7,0.07
9508,3567,16,Basketball,2,12.13,0.47
9509,3575,15,Soccer,1,8.7,0.07
9510,3576,14,Soccer,2,10.6,0.4
9511,3576,14,Track and Field,1,11.4,0.19
9512,3578,15,Soccer,1,10.7,0.13
9513,3578,16,Soccer,2,13.34,0.46
9514,3578,15,Basketball,1,8.7,0.05
9515,3578,16,Basketball,2,10.41,0.37
9516,3578,16,Track and Field,1,12.0,0.2
9517,3579,15,Track and Field,1,12.7,0.26
9518,3579,16,Track and Field,2,15.09,0.56
9519,3579,15,Soccer,1,11.7,0.22
9520,3579,16,Soccer,2,13.99,0.51
9521,3580,14,Swimming,2,10.6,0.38
9522,3580,15,Swimming,3,12.95,0.63
9523,3580,14,Track and Field,4,9.0,0.6
9524,3580,15,Track and Field,5,12.15,0.85
9525,3581,16,Soccer,1,12.0,0.17
9526,3581,17,Soccer,2,16.19,0.59
9527,3581,17,Basketball,1,13.3,0.27
9528,3581,15,Swimming,2,7.9,0.32
9529,3581,16,Swimming,3,9.65,0.52
9530,3581,17,Swimming,4,12.86,0.8
9531,3582,14,Basketball,4,8.0,0.6
9532,3583,15,Track and Field,4,9.3,0.63
9533,3583,16,Track and Field,5,12.39,0.86
9534,3583,16,Soccer,1,12.0,0.2
9535,3583,15,Swimming,4,12.3,0.78
9536,3583,16,Swimming,5,16.79,0.94
9537,3585,15,Swimming,1,7.7,0.0
9538,3585,16,Swimming,2,10.59,0.41
9539,3585,17,Swimming,3,14.51,0.72
9540,3585,14,Track and Field,2,8.6,0.36
9541,3585,15,Track and Field,3,11.44,0.6
9542,3585,16,Track and Field,4,13.24,0.77
9543,3585,17,Track and Field,5,14.74,0.89
9544,3586,16,Basketball,1,11.0,0.16
9545,3586,17,Basketball,2,12.99,0.49
9546,3586,16,Swimming,1,14.0,0.3
9547,3586,17,Swimming,2,16.86,0.61
9548,3587,15,Swimming,1,7.7,0.01
9549,3587,16,Swimming,2,8.95,0.37
9550,3588,14,Swimming,3,10.8,0.59
9551,3588,14,Track and Field,2,10.6,0.39
9552,3589,14,Swimming,3,11.8,0.59
9553,3589,14,Basketball,3,12.8,0.68
9554,3590,15,Track and Field,1,8.7,0.06
9555,3591,14,Track and Field,3,11.8,0.61
9556,3591,14,Basketball,2,14.6,0.55
9557,3591,14,Soccer,3,8.8,0.46
9558,3592,16,Soccer,1,10.0,0.1
9559,3594,17,Swimming,1,8.3,0.03
9560,3594,18,Swimming,2,10.1,0.39
9561,3594,15,Track and Field,1,7.7,0.0
9562,3594,16,Track and Field,2,10.77,0.38
9563,3594,17,Track and Field,3,13.88,0.71
9564,3594,18,Track and Field,4,15.98,0.85
9565,3595,18,Basketball,1,14.6,0.33
9566,3596,14,Track and Field,4,9.0,0.65
9567,3596,14,Basketball,4,11.0,0.73
9568,3598,14,Soccer,4,10.0,0.64
9569,3598,14,Track and Field,3,14.8,0.71
9570,3599,15,Basketball,3,11.1,0.6
9571,3599,15,Soccer,2,11.9,0.44
9572,3600,15,Basketball,1,13.7,0.23
9573,3601,16,Swimming,1,9.0,0.07
9574,3601,16,Soccer,1,15.0,0.32
9575,3604,14,Swimming,4,12.0,0.77
9576,3604,14,Basketball,4,14.0,0.82
9577,3604,14,Soccer,3,13.8,0.71
9578,3606,15,Soccer,2,14.9,0.51
9579,3606,16,Soccer,3,16.52,0.74
9580,3606,15,Swimming,4,12.3,0.79
9581,3606,16,Swimming,5,14.66,0.92
9582,3607,15,Track and Field,1,8.7,0.05
9583,3608,17,Soccer,1,14.3,0.29
9584,3608,18,Soccer,2,18.93,0.67
9585,3608,15,Basketball,3,15.1,0.74
9586,3608,16,Basketball,4,17.43,0.88
9587,3608,17,Basketball,5,19.46,0.96
9588,3608,18,Basketball,6,21.89,0.98
9589,3608,16,Swimming,1,11.0,0.15
9590,3608,17,Swimming,2,14.71,0.56
9591,3608,18,Swimming,3,18.54,0.79
9592,3609,16,Track and Field,1,12.0,0.22
9593,3609,17,Track and Field,2,14.52,0.47
9594,3609,18,Track and Field,3,17.2,0.76
9595,3609,17,Soccer,1,9.3,0.1
9596,3609,18,Soccer,2,10.58,0.38
9597,3611,14,Basketball,2,14.6,0.49
9598,3611,15,Basketball,3,19.01,0.81
9599,3611,16,Basketball,4,24.53,0.95
9600,3611,17,Basketball,5,27.45,0.98
9601,3612,14,Track and Field,1,14.4,0.29
9602,3612,15,Track and Field,2,17.32,0.63
9603,3612,15,Soccer,1,12.7,0.19
9604,3612,14,Swimming,3,11.8,0.65
9605,3612,15,Swimming,4,16.43,0.87
9606,3613,16,Soccer,1,10.0,0.07
9607,3615,15,Basketball,1,13.7,0.25
9608,3615,16,Basketball,2,18.3,0.63
9609,3615,17,Basketball,3,24.72,0.9
9610,3615,15,Track and Field,1,13.7,0.23
9611,3615,16,Track and Field,2,16.08,0.55
9612,3615,17,Track and Field,3,19.13,0.82
9613,3616,15,Track and Field,4,10.3,0.71
9614,3616,16,Track and Field,5,13.23,0.89
9615,3616,17,Track and Field,6,17.3,0.96
9616,3616,18,Track and Field,7,21.42,0.99
9617,3617,15,Track and Field,2,8.9,0.36
9618,3617,16,Track and Field,3,9.86,0.54
9619,3617,15,Basketball,1,11.7,0.18
9620,3617,16,Basketball,2,14.46,0.55
9621,3618,15,Track and Field,1,8.7,0.03
9622,3618,16,Track and Field,2,10.95,0.39
9623,3618,17,Track and Field,3,13.56,0.67
9624,3618,16,Swimming,1,14.0,0.32
9625,3618,17,Swimming,2,19.59,0.66
9626,3623,16,Track and Field,1,9.0,0.05
9627,3623,17,Track and Field,2,12.1,0.43
9628,3623,18,Track and Field,3,16.79,0.79
9629,3623,18,Soccer,1,15.6,0.33
9630,3624,15,Basketball,4,15.3,0.86
9631,3624,16,Basketball,5,18.03,0.94
9632,3624,17,Basketball,6,24.47,0.99
9633,3624,16,Soccer,1,11.0,0.17
9634,3624,17,Soccer,2,13.59,0.52
9635,3624,15,Track and Field,3,12.1,0.62
9636,3624,16,Track and Field,4,14.48,0.85
9637,3624,17,Track and Field,5,17.89,0.93
9638,3626,15,Soccer,1,14.7,0.32
9639,3627,15,Basketball,1,10.7,0.16
9640,3628,15,Swimming,3,10.1,0.57
9641,3628,16,Swimming,4,11.55,0.71
9642,3628,17,Swimming,5,13.4,0.86
9643,3628,16,Track and Field,1,9.0,0.04
9644,3628,17,Track and Field,2,11.48,0.43
9645,3629,16,Track and Field,1,15.0,0.29
9646,3630,16,Swimming,1,8.0,0.01
9647,3630,17,Swimming,2,9.95,0.39
9648,3630,15,Track and Field,1,11.7,0.21
9649,3630,16,Track and Field,2,14.22,0.47
9650,3630,17,Track and Field,3,15.98,0.75
9651,3630,16,Basketball,1,14.0,0.32
9652,3630,17,Basketball,2,18.13,0.64
9653,3632,15,Track and Field,1,12.7,0.2
9654,3632,16,Track and Field,2,16.56,0.59
9655,3632,17,Track and Field,3,18.67,0.83
9656,3632,14,Soccer,2,8.6,0.35
9657,3632,15,Soccer,3,9.88,0.56
9658,3632,16,Soccer,4,13.66,0.79
9659,3632,17,Soccer,5,16.69,0.91
9660,3632,16,Swimming,1,11.0,0.15
9661,3632,17,Swimming,2,12.47,0.48
9662,3633,15,Basketball,1,7.7,0.01
9663,3633,16,Basketball,2,8.75,0.35
9664,3633,17,Basketball,3,12.16,0.63
9665,3633,15,Swimming,1,10.7,0.11
9666,3633,16,Swimming,2,14.2,0.48
9667,3633,17,Swimming,3,18.39,0.81
9668,3635,15,Swimming,1,13.7,0.25
9669,3635,15,Track and Field,1,9.7,0.11
9670,3635,15,Basketball,1,8.7,0.08
9671,3636,15,Basketball,4,8.3,0.56
9672,3637,15,Soccer,1,7.7,0.0
9673,3637,16,Soccer,2,8.8,0.35
9674,3637,17,Soccer,3,11.02,0.58
9675,3637,16,Swimming,1,13.0,0.25
9676,3637,17,Swimming,2,15.85,0.54
9677,3637,16,Track and Field,1,13.0,0.23
9678,3637,17,Track and Field,2,16.44,0.57
9679,3640,14,Track and Field,2,7.6,0.34
9680,3641,15,Soccer,1,14.7,0.34
9681,3641,16,Soccer,2,18.78,0.62
9682,3641,17,Soccer,3,24.27,0.89
9683,3641,18,Soccer,4,29.41,0.97
9684,3641,15,Swimming,4,9.3,0.65
9685,3641,16,Swimming,5,12.52,0.86
9686,3641,17,Swimming,6,15.1,0.93
9687,3641,18,Swimming,7,18.67,0.97
9688,3641,17,Basketball,1,10.3,0.11
9689,3641,18,Basketball,2,11.92,0.43
9690,3642,17,Basketball,1,11.3,0.19
9691,3642,18,Basketball,2,15.64,0.52
9692,3642,15,Track and Field,2,7.9,0.32
9693,3642,16,Track and Field,3,8.9,0.5
9694,3642,17,Track and Field,4,11.0,0.7
9695,3642,18,Track and Field,5,12.95,0.87
9696,3643,16,Basketball,1,13.0,0.26
9697,3644,16,Soccer,1,14.0,0.29
9698,3644,17,Soccer,2,16.9,0.62
9699,3644,16,Swimming,1,12.0,0.22
9700,3644,17,Swimming,2,15.64,0.54
9701,3648,16,Track and Field,1,14.0,0.31
9702,3648,15,Basketball,1,14.7,0.27
9703,3648,16,Basketball,2,20.29,0.68
9704,3648,15,Swimming,1,8.7,0.04
9705,3648,16,Swimming,2,11.47,0.44
9706,3651,16,Swimming,1,8.0,0.03
9707,3651,15,Basketball,1,7.7,0.0
9708,3651,16,Basketball,2,9.72,0.38
9709,3652,17,Swimming,1,14.3,0.25
9710,3652,17,Soccer,1,9.3,0.06
9711,3656,15,Basketball,1,12.7,0.2
9712,3656,14,Swimming,1,12.4,0.18
9713,3656,15,Swimming,2,17.03,0.59
9714,3657,15,Basketball,1,11.7,0.15
9715,3657,15,Soccer,4,13.3,0.76
9716,3657,15,Track and Field,2,11.9,0.43
9717,3658,16,Soccer,1,8.0,0.03
9718,3658,17,Soccer,2,9.0,0.36
9719,3658,16,Basketball,1,13.0,0.22
9720,3658,17,Basketball,2,16.0,0.56
9721,3658,15,Swimming,1,11.7,0.16
9722,3658,16,Swimming,2,13.06,0.49
9723,3658,17,Swimming,3,15.41,0.74
9724,3659,16,Soccer,1,10.0,0.13
9725,3659,16,Basketball,1,8.0,0.02
9726,3660,14,Basketball,1,10.4,0.16
9727,3660,14,Swimming,3,9.8,0.56
9728,3660,14,Soccer,2,11.6,0.44
9729,3662,15,Basketball,1,12.7,0.26
9730,3664,18,Track and Field,1,10.6,0.13
9731,3664,17,Soccer,1,14.3,0.27
9732,3664,18,Soccer,2,17.43,0.64
9733,3665,16,Track and Field,1,15.0,0.32
9734,3665,17,Track and Field,2,16.65,0.59
9735,3665,16,Swimming,1,8.0,0.04
9736,3665,17,Swimming,2,9.77,0.38
9737,3666,15,Basketball,4,9.3,0.68
9738,3666,16,Basketball,5,11.4,0.82
9739,3666,17,Basketball,6,14.97,0.92
9740,3666,17,Soccer,1,10.3,0.1
9741,3666,17,Track and Field,1,13.3,0.3
9742,3668,14,Basketball,3,14.8,0.7
9743,3668,15,Basketball,4,18.99,0.89
9744,3668,15,Soccer,1,7.7,0.03
9745,3668,15,Swimming,1,11.7,0.22
9746,3669,18,Swimming,1,12.6,0.18
9747,3669,16,Track and Field,1,11.0,0.12
9748,3669,17,Track and Field,2,14.49,0.55
9749,3669,18,Track and Field,3,19.48,0.8
9750,3669,15,Soccer,4,11.3,0.72
9751,3669,16,Soccer,5,15.62,0.92
9752,3669,17,Soccer,6,19.19,0.97
9753,3669,18,Soccer,7,21.18,0.99
9754,3670,14,Track and Field,1,8.4,0.03
9755,3670,14,Soccer,2,7.6,0.32
9756,3670,14,Basketball,3,10.8,0.58
9757,3673,16,Track and Field,1,14.0,0.25
9758,3673,17,Track and Field,2,19.32,0.68
9759,3673,17,Basketball,1,10.3,0.09
9760,3674,16,Track and Field,1,14.0,0.24
9761,3674,17,Track and Field,2,18.79,0.65
9762,3674,16,Swimming,1,10.0,0.12
9763,3674,17,Swimming,2,11.92,0.41
9764,3674,17,Basketball,1,10.3,0.09
9765,3675,15,Soccer,1,7.7,0.04
9766,3675,16,Soccer,2,8.53,0.36
9767,3675,17,Soccer,3,11.53,0.64
9768,3675,15,Swimming,1,8.7,0.06
9769,3675,16,Swimming,2,11.07,0.42
9770,3675,17,Swimming,3,12.64,0.65
9771,3675,16,Track and Field,1,15.0,0.32
9772,3675,17,Track and Field,2,19.66,0.67
9773,3676,16,Track and Field,1,12.0,0.18
9774,3677,15,Swimming,1,10.7,0.13
9775,3677,16,Swimming,2,13.31,0.51
9776,3677,17,Swimming,3,18.61,0.83
9777,3677,14,Basketball,1,9.4,0.05
9778,3677,15,Basketball,2,12.18,0.47
9779,3677,16,Basketball,3,13.69,0.72
9780,3677,17,Basketball,4,17.24,0.89
9781,3677,16,Soccer,1,9.0,0.08
9782,3677,17,Soccer,2,11.11,0.4
9783,3678,18,Track and Field,1,10.6,0.15
9784,3678,16,Swimming,1,13.0,0.21
9785,3678,17,Swimming,2,16.39,0.55
9786,3678,18,Swimming,3,20.0,0.82
9787,3679,16,Soccer,1,11.0,0.17
9788,3679,17,Soccer,2,13.8,0.46
9789,3679,18,Soccer,3,16.93,0.75
9790,3679,15,Basketball,1,11.7,0.2
9791,3679,16,Basketball,2,14.17,0.48
9792,3679,17,Basketball,3,16.32,0.76
9793,3679,18,Basketball,4,18.74,0.89
9794,3679,18,Swimming,1,10.6,0.13
9795,3680,15,Track and Field,2,12.9,0.47
9796,3680,16,Track and Field,3,16.86,0.8
9797,3680,17,Track and Field,4,22.16,0.95
9798,3680,17,Soccer,1,15.3,0.3
9799,3684,15,Basketball,2,13.9,0.47
9800,3684,16,Basketball,3,17.49,0.76
9801,3684,17,Basketball,4,20.19,0.91
9802,3684,18,Basketball,5,25.63,0.98
9803,3684,18,Track and Field,1,14.6,0.33
9804,3684,16,Swimming,1,8.0,0.01
9805,3684,17,Swimming,2,9.21,0.36
9806,3684,18,Swimming,3,12.77,0.69
9807,3685,16,Basketball,1,14.0,0.24
9808,3685,17,Basketball,2,17.32,0.65
9809,3685,16,Track and Field,1,12.0,0.23
9810,3685,17,Track and Field,2,13.62,0.51
9811,3686,16,Soccer,1,11.0,0.18
9812,3687,17,Basketball,1,11.3,0.14
9813,3689,16,Track and Field,1,15.0,0.34
9814,3689,17,Track and Field,2,17.55,0.59
9815,3690,17,Track and Field,1,14.3,0.33
9816,3690,15,Basketball,3,15.1,0.71
9817,3690,16,Basketball,4,20.91,0.93
9818,3690,17,Basketball,5,24.88,0.98
9819,3690,15,Swimming,3,10.1,0.53
9820,3690,16,Swimming,4,13.74,0.84
9821,3690,17,Swimming,5,18.25,0.94
9822,3691,15,Track and Field,2,8.9,0.35
9823,3691,16,Track and Field,3,9.98,0.54
9824,3691,15,Swimming,2,12.9,0.46
9825,3691,16,Swimming,3,17.96,0.81
9826,3692,15,Track and Field,1,14.7,0.32
9827,3692,15,Swimming,1,14.7,0.29
9828,3693,14,Soccer,4,8.0,0.58
9829,3694,14,Soccer,4,14.0,0.83
9830,3694,15,Soccer,5,18.4,0.95
9831,3694,16,Soccer,6,25.09,0.99
9832,3694,17,Soccer,7,31.99,1.0
9833,3694,14,Track and Field,2,14.6,0.56
9834,3694,15,Track and Field,3,18.35,0.82
9835,3694,16,Track and Field,4,23.22,0.95
9836,3694,17,Track and Field,5,29.16,0.99
9837,3696,14,Soccer,4,14.0,0.81
9838,3696,15,Soccer,5,16.93,0.92
9839,3696,16,Soccer,6,20.46,0.97
9840,3696,17,Soccer,7,23.25,0.99
9841,3696,16,Swimming,1,15.0,0.28
9842,3696,17,Swimming,2,20.14,0.68
9843,3697,14,Soccer,1,9.4,0.1
9844,3697,15,Soccer,2,12.38,0.43
9845,3697,15,Basketball,1,7.7,0.0
9846,3697,15,Swimming,1,7.7,0.02
9847,3700,14,Basketball,1,9.4,0.05
9848,3700,15,Basketball,2,11.88,0.45
9849,3700,16,Basketball,3,15.91,0.74
9850,3702,15,Basketball,4,13.3,0.8
9851,3703,15,Track and Field,1,9.7,0.11
9852,3703,16,Track and Field,2,12.07,0.43
9853,3703,17,Track and Field,3,16.85,0.8
9854,3706,16,Soccer,1,14.0,0.25
9855,3706,17,Soccer,2,16.38,0.54
9856,3706,18,Soccer,3,20.54,0.86
9857,3706,16,Swimming,1,14.0,0.25
9858,3706,17,Swimming,2,19.46,0.68
9859,3706,18,Swimming,3,26.45,0.92
9860,3706,18,Basketball,1,12.6,0.2
9861,3707,15,Basketball,4,10.3,0.68
9862,3708,15,Basketball,1,11.7,0.17
9863,3708,16,Basketball,2,16.14,0.54
9864,3708,14,Track and Field,4,8.0,0.58
9865,3708,15,Track and Field,5,10.14,0.77
9866,3708,16,Track and Field,6,12.51,0.91
9867,3709,15,Basketball,4,11.3,0.76
9868,3709,16,Basketball,5,14.83,0.89
9869,3709,16,Swimming,1,8.0,0.01
9870,3710,15,Soccer,3,9.1,0.47
9871,3710,16,Soccer,4,11.48,0.75
9872,3710,17,Soccer,5,13.69,0.87
9873,3710,18,Soccer,6,16.61,0.96
9874,3712,18,Track and Field,1,13.6,0.23
9875,3713,17,Track and Field,1,15.3,0.34
9876,3713,15,Swimming,4,10.3,0.68
9877,3713,16,Swimming,5,12.17,0.85
9878,3713,17,Swimming,6,16.59,0.96
9879,3714,15,Track and Field,1,7.7,0.02
9880,3714,15,Soccer,4,12.3,0.76
9881,3714,15,Swimming,1,13.7,0.24
9882,3717,15,Track and Field,1,7.7,0.02
9883,3717,16,Track and Field,2,9.15,0.36
9884,3717,17,Track and Field,3,11.81,0.61
9885,3717,15,Basketball,1,7.7,0.01
9886,3717,16,Basketball,2,9.4,0.38
9887,3717,17,Basketball,3,11.51,0.63
9888,3718,18,Track and Field,1,11.6,0.22
9889,3718,18,Swimming,1,9.6,0.09
9890,3718,15,Soccer,4,11.3,0.74
9891,3718,16,Soccer,5,12.74,0.86
9892,3718,17,Soccer,6,16.0,0.95
9893,3718,18,Soccer,7,20.62,0.99
9894,3719,15,Track and Field,1,13.7,0.28
9895,3719,16,Track and Field,2,18.19,0.59
9896,3720,14,Basketball,2,12.6,0.45
9897,3720,14,Track and Field,1,11.4,0.16
9898,3721,16,Soccer,1,15.0,0.35
9899,3721,17,Soccer,2,18.41,0.63
9900,3721,18,Soccer,3,24.72,0.89
9901,3721,17,Basketball,1,10.3,0.09
9902,3721,18,Basketball,2,13.3,0.48
9903,3722,15,Soccer,1,11.7,0.22
9904,3722,16,Soccer,2,16.06,0.6
9905,3722,15,Basketball,1,8.7,0.04
9906,3722,16,Basketball,2,10.7,0.39
9907,3722,16,Track and Field,1,10.0,0.11
9908,3723,15,Swimming,1,7.7,0.01
9909,3723,16,Swimming,2,10.1,0.36
9910,3723,17,Swimming,3,12.79,0.66
9911,3724,14,Soccer,4,11.0,0.73
9912,3725,16,Basketball,1,14.0,0.25
9913,3726,14,Soccer,3,13.8,0.68
9914,3726,14,Basketball,1,9.4,0.08
9915,3729,15,Basketball,2,14.9,0.56
9916,3729,16,Basketball,3,19.07,0.79
9917,3729,17,Basketball,4,21.41,0.92
9918,3730,15,Basketball,4,13.3,0.8
9919,3731,15,Basketball,2,7.9,0.34
9920,3732,14,Swimming,1,12.4,0.18
9921,3732,15,Swimming,2,17.18,0.6
9922,3732,16,Swimming,3,23.86,0.9
9923,3732,14,Track and Field,2,14.6,0.49
9924,3732,15,Track and Field,3,16.75,0.74
9925,3732,16,Track and Field,4,21.23,0.91
9926,3733,14,Soccer,1,10.4,0.14
9927,3733,14,Track and Field,2,8.6,0.34
9928,3734,14,Track and Field,3,8.8,0.46
9929,3734,15,Track and Field,4,10.3,0.67
9930,3734,16,Track and Field,5,14.03,0.89
9931,3734,15,Soccer,1,9.7,0.12
9932,3734,16,Soccer,2,12.97,0.47
9933,3734,15,Swimming,1,12.7,0.25
9934,3734,16,Swimming,2,16.37,0.56
9935,3735,17,Soccer,1,12.3,0.2
9936,3735,18,Soccer,2,15.33,0.55
9937,3735,16,Swimming,1,11.0,0.17
9938,3735,17,Swimming,2,13.7,0.53
9939,3735,18,Swimming,3,16.72,0.75
9940,3737,16,Swimming,1,13.0,0.2
9941,3738,18,Swimming,1,9.6,0.08
9942,3740,14,Track and Field,4,13.0,0.79
9943,3740,14,Basketball,1,9.4,0.08
9944,3740,14,Swimming,3,12.8,0.69
9945,3741,15,Basketball,3,13.1,0.69
9946,3742,16,Track and Field,1,14.0,0.3
9947,3742,17,Track and Field,2,18.05,0.64
9948,3742,18,Track and Field,3,20.24,0.86
9949,3742,17,Basketball,1,9.3,0.08
9950,3742,18,Basketball,2,12.44,0.44
9951,3742,18,Swimming,1,12.6,0.27
9952,3743,15,Basketball,1,8.7,0.07
9953,3743,16,Basketball,2,11.62,0.44
9954,3743,17,Basketball,3,14.05,0.67
9955,3744,14,Track and Field,2,7.6,0.31
9956,3744,15,Track and Field,3,10.12,0.57
9957,3744,16,Track and Field,4,13.2,0.76
9958,3744,17,Track and Field,5,15.34,0.9
9959,3744,15,Soccer,1,7.7,0.03
9960,3744,16,Soccer,2,9.82,0.38
9961,3744,17,Soccer,3,13.34,0.69
9962,3745,16,Swimming,1,9.0,0.04
9963,3745,17,Swimming,2,12.24,0.46
9964,3745,18,Swimming,3,14.01,0.7
9965,3745,17,Basketball,1,9.3,0.08
9966,3745,18,Basketball,2,11.39,0.39
9967,3745,15,Soccer,4,13.3,0.76
9968,3745,16,Soccer,5,16.65,0.92
9969,3745,17,Soccer,6,21.84,0.97
9970,3745,18,Soccer,7,26.67,1.0
9971,3746,17,Track and Field,1,12.3,0.24
9972,3746,17,Basketball,1,11.3,0.15
9973,3746,17,Swimming,1,8.3,0.03
9974,3748,16,Soccer,1,8.0,0.01
9975,3748,17,Soccer,2,9.07,0.37
9976,3748,18,Soccer,3,11.33,0.56
9977,3748,18,Swimming,1,14.6,0.34
9978,3749,17,Soccer,1,8.3,0.04
9979,3749,15,Basketball,2,14.9,0.5
9980,3749,16,Basketball,3,18.57,0.83
9981,3749,17,Basketball,4,23.75,0.93
9982,3750,16,Swimming,1,9.0,0.06
9983,3750,15,Soccer,1,14.7,0.34
9984,3750,16,Soccer,2,20.47,0.71
9985,3750,16,Track and Field,1,14.0,0.3
9986,3752,15,Swimming,2,11.9,0.44
9987,3752,16,Swimming,3,13.98,0.67
9988,3752,15,Basketball,2,11.9,0.4
9989,3752,16,Basketball,3,14.3,0.74
9990,3754,17,Swimming,1,15.3,0.34
9991,3754,18,Swimming,2,19.05,0.65
9992,3755,15,Swimming,2,9.9,0.37
9993,3755,16,Swimming,3,12.81,0.69
9994,3755,16,Soccer,1,15.0,0.32
9995,3755,15,Track and Field,4,8.3,0.53
9996,3755,16,Track and Field,5,10.15,0.79
9997,3756,17,Swimming,1,14.3,0.27
9998,3756,15,Basketball,1,11.7,0.19
9999,3756,16,Basketball,2,13.17,0.48
10000,3756,17,Basketball,3,16.78,0.76
10001,3757,16,Track and Field,1,13.0,0.21
10002,3757,17,Track and Field,2,14.58,0.48
10003,3757,18,Track and Field,3,19.64,0.85
10004,3757,18,Basketball,1,15.6,0.33
10005,3760,15,Basketball,1,10.7,0.13
10006,3760,16,Basketball,2,13.17,0.45
10007,3760,17,Basketball,3,16.03,0.73
10008,3760,14,Swimming,3,14.8,0.73
10009,3760,15,Swimming,4,17.05,0.9
10010,3760,16,Swimming,5,22.97,0.97
10011,3760,17,Swimming,6,30.57,0.99
10012,3760,15,Track and Field,1,11.7,0.15
10013,3760,16,Track and Field,2,14.76,0.55
10014,3760,17,Track and Field,3,20.59,0.84
10015,3761,14,Swimming,3,14.8,0.7
10016,3761,15,Swimming,4,17.15,0.89
10017,3761,16,Swimming,5,21.21,0.97
10018,3761,15,Soccer,1,14.7,0.33
10019,3761,16,Soccer,2,19.9,0.7
10020,3762,14,Swimming,3,13.8,0.72
10021,3762,14,Soccer,2,8.6,0.36
10022,3763,14,Swimming,2,14.6,0.53
10023,3764,15,Soccer,2,12.9,0.46
10024,3764,16,Soccer,3,18.04,0.78
10025,3764,17,Soccer,4,22.68,0.94
10026,3764,18,Soccer,5,31.3,0.99
10027,3764,17,Swimming,1,10.3,0.12
10028,3764,18,Swimming,2,14.4,0.52
10029,3766,16,Swimming,1,10.0,0.08
10030,3767,15,Swimming,4,15.3,0.86
10031,3767,16,Swimming,5,19.7,0.95
10032,3767,17,Swimming,6,25.36,0.99
10033,3767,17,Soccer,1,15.3,0.35
10034,3767,15,Basketball,3,9.1,0.52
